shipment_id,supplier_code,sku,hs_declared,hs_master,product_name,region,destination_port,order_date,etd_shipped,eta_planned,ata_arrival,customs_cleared,warehouse_receipt,unit_price_usd,fob_total_usd,freight_usd,insurance_usd,customs_value_usd,duty_igi_mxn,dta_mxn,iva_mxn,broker_fee_mxn,drayage_mxn,demurrage_mxn,storage_mxn,days_against_plan,total_lead_days,landed_cost_mxn,cost_per_unit_mxn,category,origin_port
IMP-2023-0311,SUP-1010,SKU-110,8456110100,8456110100,Fibre Laser Cutting Machine FL-110,East China,Manzanillo,2023-09-02,2023-11-11,2023-12-18,2023-12-18,2023-12-22,2023-12-24,18956.2,37912.4,0.0,113.9,38026.3,64156.45,5132.52,113736.56,3843.76,30307.85,0.0,0.0,0.0,113.0,745005.10308,372502.55154,Laser cutting machine,Taizhou
IMP-2023-0312,SUP-1013,SKU-137,8428330100,8428330100,Modular Belt Conveyor CV-137,East China,Manzanillo,2023-09-02,2023-10-14,2023-11-11,2023-11-11,2023-11-20,2023-11-22,35457.44,35457.44,8053.38,107.11,43617.93,75416.71,6033.34,133698.74,8287.32,23434.9,0.0,0.0,0.0,81.0,867339.365079,867339.365079,Conveyor system,Shanghai
IMP-2023-0313,SUP-1011,SKU-127,8422309900,8422309900,Automatic Filling & Sealing Line PFS-127,East China,Manzanillo,2023-09-03,2023-12-11,2024-01-11,2024-01-16,2024-01-22,2024-01-24,55860.81,111721.62,7901.46,591.75,120214.83,208184.44,16654.75,369069.37,7461.69,26823.07,0.0,0.0,5.0,143.0,2340968.311491,1170484.1557455,Packaging machine,Shanghai
IMP-2023-0314,SUP-1013,SKU-117,8477100100,8477100100,Injection Moulding Machine IMM-117,East China,Lázaro Cárdenas,2023-09-03,2023-11-20,2023-12-22,2023-12-23,2023-12-31,2024-01-02,31877.52,127510.08,8265.47,0.0,136394.43,230119.23,18409.54,407955.36,6661.63,78810.76,0.0,0.0,1.0,121.0,2624751.92938,656187.982345,Injection moulding machine,Shanghai
IMP-2023-0315,SUP-1014,SKU-132,8480710100,8462910100,Hydraulic Press HP-132,East China,Manzanillo,2023-09-05,2023-10-26,2023-11-25,2023-11-25,2023-11-27,2023-11-28,7200.91,21602.73,5757.74,0.0,27489.57,23765.15,3802.42,80459.28,7806.89,35624.63,0.0,0.0,0.0,84.0,544069.824441,181356.608147,Hydraulic press,Nantong
IMP-2023-0316,SUP-1005,SKU-128,8422309900,8422309900,Automatic Filling & Sealing Line PFS-128,South China,Manzanillo,2023-09-06,2023-11-24,2023-12-27,2023-12-27,2023-12-29,2024-01-01,51469.87,51469.87,8624.15,296.81,60390.83,101888.99,8151.12,180628.81,3865.75,17304.22,0.0,0.0,0.0,117.0,1150100.007428,1150100.007428,Packaging machine,Shekou
IMP-2023-0317,SUP-1010,SKU-120,8479500100,8479500100,6-Axis Industrial Robot IR-120,East China,Manzanillo,2023-09-07,2023-12-04,2024-01-02,2024-01-04,2024-01-06,2024-01-07,58757.77,117515.54,7135.39,626.45,125277.38,108475.8,17356.13,367255.68,9148.3,36060.28,0.0,0.0,2.0,122.0,2340556.593626,1170278.296813,Industrial robot,Taizhou
IMP-2023-0318,SUP-1007,SKU-130,8462910100,8462910100,Hydraulic Press HP-130,East China,Manzanillo,2023-09-08,2023-11-03,2023-12-07,2024-01-10,2024-01-13,2024-01-15,78652.23,314608.92,6436.03,0.0,322176.27,557935.2,44634.82,989107.52,8749.11,51284.16,40697.13,0.0,34.0,129.0,6263060.550615,1565765.13765375,Hydraulic press,Ningbo-Zhoushan
IMP-2023-0319,SUP-1006,SKU-133,8462910100,8462910100,Hydraulic Press HP-133,East China,Lázaro Cárdenas,2023-09-09,2023-11-22,,2023-12-27,2024-01-03,2024-01-05,94192.45,94192.45,6772.65,0.0,101453.12,171167.65,13693.41,303446.0,4165.29,40861.07,0.0,0.0,,118.0,1933330.20116,1933330.20116,Hydraulic press,Ningbo-Zhoushan
IMP-2023-0320,SUP-1001,SKU-121,8479500100,8479500100,6-Axis Industrial Robot IR-121,South China,Manzanillo,2023-09-10,2023-12-10,2024-01-14,2024-01-14,2024-01-27,2024-01-29,60151.65,120303.3,0.0,478.32,120781.62,104582.99,16733.28,354076.18,7700.06,26142.18,0.0,0.0,0.0,141.0,2246818.370674,1123409.185337,Industrial robot,Yantian
IMP-2023-0321,SUP-1005,SKU-138,8428330100,8428330100,Modular Belt Conveyor CV-138,South China,Manzanillo,2023-09-10,2023-11-14,2023-12-14,2023-12-14,2023-12-31,2024-01-04,11624.02,34872.06,8668.03,122.38,43662.47,73665.57,5893.25,130594.33,6482.67,44581.74,0.0,0.0,0.0,116.0,867278.958852,289092.986284,Conveyor system,Shekou
IMP-2023-0322,SUP-1007,SKU-129,8422309900,8422309900,Automatic Filling & Sealing Line PFS-129,East China,Manzanillo,2023-09-11,2023-12-22,2024-01-24,2024-01-24,2024-01-30,2024-02-03,36473.51,72947.02,0.0,399.58,82356.68,142622.83,11409.83,252841.75,5783.21,24668.53,0.0,0.0,0.0,145.0,1454678.81482,727339.40741,Packaging machine,Ningbo-Zhoushan
IMP-2023-0323,SUP-1002,SKU-107,8458110100,8458110100,CNC Turning Centre TC-107,South China,Manzanillo,2023-09-11,2023-11-04,2023-12-04,2023-12-04,2023-12-13,2023-12-17,42538.64,85077.28,6650.88,0.0,92136.57,155449.14,12435.93,275580.23,4464.86,29444.92,0.0,0.0,0.0,97.0,1749395.6742560002,874697.8371280001,CNC lathe,Shekou
IMP-2023-0324,SUP-1008,SKU-112,8456110100,8456110100,Fibre Laser Cutting Machine FL-112,East China,Manzanillo,2023-09-11,2023-12-01,2024-01-02,2024-01-02,2024-01-10,2024-01-13,71164.59,213493.77,0.0,0.0,214716.19,371839.06,29747.12,659196.28,7303.79,37997.77,0.0,0.0,0.0,124.0,4144108.800728999,1381369.6002429996,Laser cutting machine,Wenzhou
IMP-2023-0325,SUP-1013,SKU-109,8458110100,8458110100,CNC Turning Centre TC-109,East China,Manzanillo,2023-09-12,2023-10-26,2023-11-24,2023-11-24,2023-11-28,2023-12-02,79750.22,79750.22,8595.07,475.73,88821.02,153574.21,12285.94,272256.36,6271.42,22612.34,0.0,0.0,0.0,81.0,1730485.992106,1730485.992106,CNC lathe,Shanghai
IMP-2023-0326,SUP-1011,SKU-127,8422309900,8422309900,Automatic Filling & Sealing Line PFS-127,East China,Manzanillo,2023-09-12,2023-12-23,2024-01-30,2024-01-30,2024-02-03,2024-02-04,54259.6,108519.2,8757.64,0.0,117821.88,204040.4,16323.23,361722.82,8142.12,24867.71,0.0,0.0,0.0,145.0,2284338.5920679998,1142169.2960339999,Packaging machine,Shanghai
IMP-2023-0327,SUP-1008,SKU-130,8462910100,8462910100,Hydraulic Press HP-130,East China,Manzanillo,2023-09-13,2023-11-22,2023-12-24,2023-12-24,2024-01-02,2024-01-04,81619.01,326476.04,8007.66,0.0,336358.88,567491.25,45399.3,1006048.48,4599.21,53072.5,0.0,0.0,0.0,113.0,6313837.452919999,1578459.3632299998,Hydraulic press,Wenzhou
IMP-2023-0328,SUP-1007,SKU-115,8477100100,8477100100,Injection Moulding Machine IMM-115,East China,Manzanillo,2023-09-14,2023-12-02,2024-01-04,2024-01-07,2024-01-10,2024-01-11,40803.98,81607.96,7560.75,417.33,89586.04,155142.42,12411.39,275036.48,9170.12,32120.05,0.0,0.0,3.0,119.0,1760268.144908,880134.072454,Injection moulding machine,Ningbo-Zhoushan
IMP-2023-0329,SUP-1006,SKU-101,8457100100,8457100100,CNC Vertical Machining Centre VMC-101,East China,Lázaro Cárdenas,2023-09-14,2023-11-12,2023-12-12,2023-12-30,2024-01-03,2024-01-06,165385.27,496155.81,7688.9,2374.63,506219.34,854073.02,68325.84,1514100.65,9035.47,68955.22,0.0,0.0,18.0,114.0,9541119.766744,3180373.255581334,CNC machining centre,Ningbo-Zhoushan
IMP-2023-0330,SUP-1014,SKU-118,8477100100,8477100100,Injection Moulding Machine IMM-118,East China,Manzanillo,2023-09-14,2023-12-06,2024-01-11,2024-01-11,2024-01-14,2024-01-18,27756.73,27756.73,8531.43,129.75,36417.91,63067.44,5045.4,111805.96,8354.23,26098.91,0.0,0.0,0.0,126.0,733240.420007,733240.420007,Injection moulding machine,Nantong
IMP-2023-0331,SUP-1001,SKU-105,8457100100,8457100100,CNC Vertical Machining Centre VMC-105,South China,Lázaro Cárdenas,2023-09-15,2023-11-22,2023-12-24,2024-01-19,2024-01-22,2024-01-26,166149.68,166149.68,7553.28,0.0,174336.12,301910.06,24152.81,535226.16,4205.71,40840.79,9692.05,0.0,26.0,133.0,3388937.1703919997,3388937.1703919997,CNC machining centre,Yantian
IMP-2023-0332,SUP-1007,SKU-132,8462910100,8462910100,Hydraulic Press HP-132,East China,Manzanillo,2023-09-15,2023-12-28,2024-01-26,2024-01-26,2024-02-01,2024-02-04,30213.74,60427.48,8418.7,0.0,69090.21,119648.35,9571.87,212112.6,7620.71,27268.3,0.0,0.0,0.0,142.0,1356366.721386,678183.360693,Hydraulic press,Ningbo-Zhoushan
IMP-2023-0333,SUP-1002,SKU-107,8458110100,8458110100,CNC Turning Centre TC-107,South China,Manzanillo,2023-09-15,2023-11-04,2023-12-01,2023-12-03,2023-12-05,2023-12-09,45032.24,135096.72,5579.08,0.0,141230.75,238278.87,19062.31,422420.78,4660.52,44624.45,0.0,0.0,2.0,85.0,2680051.9772799998,893350.6590933333,CNC lathe,Shekou
IMP-2023-0334,SUP-1014,SKU-120,8479500100,8479500100,6-Axis Industrial Robot IR-120,East China,Lázaro Cárdenas,2023-09-16,2023-12-25,2024-01-23,2024-01-23,2024-01-26,2024-01-28,62778.39,125556.78,6334.22,432.86,132323.86,114577.25,18332.36,387912.72,6368.76,42989.21,0.0,0.0,0.0,134.0,2473812.4903219994,1236906.2451609997,Industrial robot,Nantong
IMP-2023-0335,SUP-1005,SKU-138,8428330100,8428330100,Modular Belt Conveyor CV-138,South China,Manzanillo,2023-09-16,2023-12-07,2024-01-05,2024-01-05,2024-01-09,2024-01-13,12009.95,12009.95,7210.77,69.13,19289.85,33405.58,2672.45,59221.42,4764.69,19025.16,0.0,0.0,0.0,119.0,393923.71534500003,393923.71534500003,Conveyor system,Shekou
IMP-2023-0336,SUP-1013,SKU-117,8477100100,8477100100,Injection Moulding Machine IMM-117,East China,Manzanillo,2023-09-16,2023-12-07,2024-01-03,2024-01-03,2024-01-07,2024-01-12,33512.15,33512.15,6834.35,0.0,40509.86,70153.76,5612.3,124368.59,4974.17,24927.41,0.0,0.0,0.0,118.0,804376.2230499999,804376.2230499999,Injection moulding machine,Shanghai
IMP-2023-0337,SUP-1014,SKU-104,8457100100,8457100100,CNC Vertical Machining Centre VMC-104,East China,Manzanillo,2023-09-19,2023-12-15,2024-01-22,2024-01-22,2024-01-26,2024-01-29,148991.22,446973.66,7056.78,1522.1,455552.54,788912.22,63112.98,1398583.59,6373.03,38087.23,0.0,0.0,0.0,132.0,8785607.681958,2928535.8939859997,CNC machining centre,Nantong
IMP-2023-0338,SUP-1011,SKU-127,8422309900,8422309900,Automatic Filling & Sealing Line PFS-127,East China,Manzanillo,2023-09-20,2023-12-14,2024-01-20,2024-01-20,2024-01-23,2024-01-24,54317.21,54317.21,5707.15,287.11,60311.47,104445.59,8355.65,185161.15,5494.08,19880.72,0.0,0.0,0.0,126.0,1182631.9840189999,1182631.9840189999,Packaging machine,Shanghai
IMP-2023-0339,SUP-1014,SKU-122,8414809900,8414809900,Screw Air Compressor SAC-122,East China,Manzanillo,2023-09-20,2023-12-22,2024-01-22,2024-01-22,2024-01-31,2024-02-03,25371.97,101487.88,5989.17,438.43,107915.48,280327.19,14950.78,346260.14,4100.88,46645.12,0.0,0.0,0.0,136.0,2214871.877996,553717.969499,Air compressor,Nantong
IMP-2023-0340,SUP-1011,SKU-115,8477100100,8477100100,Injection Moulding Machine IMM-115,East China,Veracruz,2023-09-20,2023-11-29,2024-01-06,2024-01-06,2024-01-15,2024-01-16,40250.52,40250.52,0.0,225.13,40475.65,70094.52,5607.56,124263.56,6892.85,62643.36,0.0,0.0,0.0,118.0,846183.4540049998,846183.4540049998,Injection moulding machine,Shanghai
IMP-2023-0341,SUP-1002,SKU-125,8414809900,8414809900,Screw Air Compressor SAC-125,South China,Manzanillo,2023-09-20,2023-12-07,2024-01-03,2024-01-03,2024-01-05,2024-01-08,14031.73,84190.38,0.0,372.64,84563.02,219665.55,11715.5,271330.89,5762.41,55945.76,0.0,0.0,0.0,110.0,1757526.2314539999,292921.03857566667,Air compressor,Shekou
IMP-2023-0342,SUP-1002,SKU-102,8457100100,8457100100,CNC Vertical Machining Centre VMC-102,South China,Lázaro Cárdenas,2023-09-20,2023-12-01,,2023-12-29,2024-01-04,2024-01-05,102723.29,410893.16,5858.58,0.0,416751.74,703126.87,56250.15,1246503.31,4605.02,55388.48,0.0,0.0,,107.0,7850639.176584,1962659.794146,CNC machining centre,Shekou
IMP-2023-0343,SUP-1005,SKU-138,8428330100,8428330100,Modular Belt Conveyor CV-138,South China,Manzanillo,2023-09-21,2023-12-15,2024-01-13,2024-01-25,2024-01-29,2024-01-31,12103.0,12103.0,5374.4,62.47,17539.87,30375.02,2430.0,53848.84,4288.55,24946.6,0.0,0.0,12.0,132.0,365790.376699,365790.376699,Conveyor system,Shekou
IMP-2023-0344,SUP-1004,SKU-115,8477100100,8477100100,Injection Moulding Machine IMM-115,South China,Manzanillo,2023-09-23,2023-12-04,2024-01-08,2024-01-13,2024-01-18,2024-01-21,43186.06,86372.12,8803.5,382.77,95558.39,165485.15,13238.81,293372.08,5683.78,27805.99,0.0,0.0,5.0,120.0,1867065.2605029999,933532.6302514999,Injection moulding machine,Yantian
IMP-2023-0345,SUP-1014,SKU-134,8480710100,8480710100,Precision Injection Mould MD-134,East China,Manzanillo,2023-09-23,2023-12-01,2023-12-28,2023-12-28,2024-01-01,2024-01-02,7351.39,7351.39,5286.19,0.0,12670.92,10688.93,1710.23,36188.46,5959.91,20046.68,0.0,0.0,0.0,101.0,251621.944728,251621.944728,Mould and die,Nantong
IMP-2023-0346,SUP-1011,SKU-115,8477100100,8477100100,Injection Moulding Machine IMM-115,East China,Veracruz,2023-09-23,2023-12-22,2024-01-28,2024-02-23,2024-02-25,2024-02-29,42629.91,42629.91,8751.03,210.47,51591.41,90161.15,7212.89,159837.68,7515.74,47986.01,0.0,0.0,26.0,159.0,1054487.27116,1054487.27116,Injection moulding machine,Shanghai
IMP-2023-0347,SUP-1011,SKU-127,8422309900,8422309900,Automatic Filling & Sealing Line PFS-127,East China,Manzanillo,2023-09-24,2023-12-31,2024-02-01,2024-02-01,2024-02-07,2024-02-10,52075.31,156225.93,8629.75,0.0,164855.68,288101.79,23048.14,510746.85,5387.86,36060.93,0.0,0.0,0.0,139.0,3233616.58368,1077872.19456,Packaging machine,Shanghai
IMP-2023-0348,SUP-1001,SKU-139,8428330100,8428330100,Modular Belt Conveyor CV-139,South China,Manzanillo,2023-09-25,2023-11-14,2023-12-15,2023-12-17,2023-12-17,2023-12-21,22282.1,22282.1,0.0,95.71,22377.81,37754.95,3020.4,66931.97,9152.51,21412.26,0.0,0.0,2.0,87.0,448889.57919599995,448889.57919599995,Conveyor system,Yantian
IMP-2023-0349,SUP-1013,SKU-137,8428330100,8428330100,Modular Belt Conveyor CV-137,East China,Lázaro Cárdenas,2023-09-25,2023-11-19,2023-12-20,2023-12-20,2023-12-26,2023-12-30,31834.13,63668.26,9095.34,0.0,73015.72,123189.2,9855.14,218389.82,5658.81,44911.82,0.0,0.0,0.0,96.0,1411253.32376,705626.66188,Conveyor system,Shanghai
IMP-2023-0350,SUP-1009,SKU-131,8462910100,8462910100,Hydraulic Press HP-131,East China,Lázaro Cárdenas,2023-09-26,2023-12-29,2024-01-25,2024-01-25,2024-01-28,2024-02-01,71236.45,213709.35,8440.97,825.7,222976.02,386143.18,30891.45,684554.63,7212.81,64393.89,0.0,0.0,0.0,128.0,4350073.151554,1450024.3838513333,Hydraulic press,Ningbo-Zhoushan
IMP-2023-0351,SUP-1002,SKU-107,8458110100,8458110100,CNC Turning Centre TC-107,South China,"MANZANILLO, COL",2023-09-26,2023-11-14,2023-12-22,2023-12-27,2024-01-05,2024-01-08,43582.16,87164.32,6376.53,506.68,94047.53,158673.23,12693.86,281295.9,5808.0,27723.47,0.0,0.0,5.0,104.0,1791630.867148,895815.433574,CNC lathe,Shekou
IMP-2023-0352,SUP-1013,SKU-124,8414809900,8414809900,Screw Air Compressor SAC-124,East China,Manzanillo,2023-09-28,2023-12-18,2024-01-18,2024-01-18,2024-02-06,2024-02-08,7549.31,45295.86,9603.89,170.31,55070.06,143053.02,7629.49,176699.09,7653.44,47204.19,0.0,0.0,0.0,133.0,1159226.9180619998,193204.48634366665,Air compressor,Shanghai
IMP-2023-0353,SUP-1002,SKU-125,8414809900,8414809900,Screw Air Compressor SAC-125,South China,Manzanillo,2023-10-01,2023-12-09,2024-01-09,2024-01-09,2024-01-14,,14552.59,29105.18,9003.35,94.41,38202.94,99238.06,5292.7,122578.85,6023.0,30684.72,0.0,0.0,0.0,,802825.5340379999,401412.76701899996,Air compressor,Shekou
IMP-2023-0354,SUP-1008,SKU-112,8456110100,8456110100,Fibre Laser Cutting Machine FL-112,East China,Lázaro Cárdenas,2023-10-02,2023-12-03,2023-12-29,2023-12-29,2024-01-03,2024-01-05,69246.17,69246.17,5583.12,0.0,75220.79,126909.51,10152.76,224985.18,6602.49,30041.64,0.0,0.0,0.0,95.0,1436196.249164,1436196.249164,Laser cutting machine,Wenzhou
IMP-2023-0355,SUP-1007,SKU-133,8462910100,8462910100,Hydraulic Press HP-133,East China,Manzanillo,2023-10-03,2023-12-15,2024-01-12,2024-01-12,2024-01-15,2024-01-17,30915.76,123663.04,7884.59,0.0,132171.05,228889.86,18311.19,405775.94,3754.97,48094.13,0.0,0.0,0.0,106.0,2577152.5420509996,644288.1355127499,Hydraulic press,Ningbo-Zhoushan
IMP-2023-0356,SUP-1003,SKU-141,8515310100,8515310100,Inverter Arc Welding Power Source AW-141,South China,Lázaro Cárdenas,2023-10-03,2023-11-30,2024-01-04,2024-01-04,2024-01-11,2024-01-14,28499.62,113998.48,9458.52,666.48,124123.48,322429.98,17196.27,398265.51,7031.51,77486.42,0.0,0.0,0.0,103.0,2573677.369596,643419.342399,Arc welding machine,Nansha
IMP-2023-0357,SUP-1003,SKU-133,8462910100,8462910100,Hydraulic Press HP-133,South China,Manzanillo,2023-10-03,2023-12-10,2024-01-17,2024-01-22,2024-02-11,2024-02-13,98010.33,196020.66,8938.17,701.69,205660.52,356156.72,28492.54,631394.63,5585.15,32145.65,0.0,5644.93,5.0,133.0,3989592.177204,1994796.088602,Hydraulic press,Nansha
IMP-2023-0358,SUP-1013,SKU-109,8458110100,8458110100,CNC Turning Centre TC-109,East China,manzanillo,2023-10-03,2023-11-20,2023-12-20,2023-12-19,2023-12-26,2023-12-28,81854.39,81854.39,7533.27,0.0,89712.61,151359.53,12108.76,268330.17,5585.73,19701.94,0.0,0.0,-1.0,86.0,1696868.804456,1696868.804456,CNC lathe,Shanghai
IMP-2023-0359,SUP-1011,SKU-135,8480710100,8480710100,Precision Injection Mould MD-135,East China,Manzanillo,2023-10-04,2023-11-20,2023-12-17,2023-12-17,2024-01-02,2024-01-03,3981.69,3981.69,6042.98,14.88,10039.55,8469.16,1355.07,28673.2,8908.03,24606.33,0.0,0.0,0.0,91.0,212721.86178,212721.86178,Mould and die,Shanghai
IMP-2023-0360,SUP-1099,SKU-118,8477100100,8477100100,Injection Moulding Machine IMM-118,,Manzanillo,2023-10-04,2024-01-01,2024-02-06,2024-02-06,2024-02-13,2024-02-17,28429.94,56859.88,0.0,192.86,66449.56,116127.25,9290.18,205870.39,8828.48,30381.76,0.0,0.0,0.0,136.0,1161681.3542399998,580840.6771199999,Injection moulding machine,Nantong
IMP-2023-0361,SUP-1014,SKU-122,8414809900,8414809900,Screw Air Compressor SAC-122,East China,Manzanillo,2023-10-04,2023-12-25,2024-01-27,2024-01-27,2024-01-31,2024-02-02,24745.81,49491.62,7927.99,176.99,57596.6,149616.1,7979.53,184805.8,8976.18,31212.69,0.0,0.0,0.0,121.0,1195225.13982,597612.56991,Air compressor,Nantong
IMP-2023-0362,SUP-1012,SKU-108,8458110100,8458110100,CNC Turning Centre TC-108,East China,Manzanillo,2023-10-06,2023-11-24,2023-12-30,2023-12-30,2024-01-05,2024-01-08,111723.34,111723.34,7152.99,0.0,119308.04,201291.75,16103.34,356850.02,5061.02,24769.1,0.0,0.0,0.0,94.0,2252859.0992280003,2252859.0992280003,CNC lathe,Shanghai
IMP-2023-0363,SUP-1002,SKU-107,8458110100,8458110100,CNC Turning Centre TC-107,South China,Manzanillo,2023-10-06,2023-11-23,2023-12-27,2023-12-27,2024-01-04,2024-01-05,42895.34,42895.34,0.0,145.95,43041.29,72617.54,5809.4,128736.38,6908.9,23271.92,0.0,0.0,0.0,91.0,834783.188364,834783.188364,CNC lathe,Shekou
IMP-2023-0364,SUP-1013,SKU-137,8428330100,8428330100,Modular Belt Conveyor CV-137,East China,Manzanillo,2023-10-08,2023-11-12,2023-12-20,2024-01-23,2024-01-25,2024-01-28,31765.8,95297.4,5862.25,0.0,101635.33,176009.02,14080.72,312028.78,4374.78,44100.39,0.0,0.0,34.0,112.0,1990417.3808049997,663472.4602683332,Conveyor system,Shanghai
IMP-2023-0365,SUP-1011,SKU-136,8480710100,8480710100,Precision Injection Mould MD-136,East China,Manzanillo,2023-10-10,2023-12-01,2023-12-31,2024-01-26,2024-02-13,2024-02-15,19216.98,19216.98,0.0,107.06,25131.51,21761.0,3481.76,73674.03,6330.82,24534.49,28383.53,7310.15,26.0,128.0,426449.677508,426449.677508,Mould and die,Shanghai
IMP-2023-0366,SUP-1013,SKU-137,8428330100,8428330100,Modular Belt Conveyor CV-137,East China,Manzanillo,2023-10-10,2023-11-10,2023-12-09,2023-12-09,2023-12-17,2023-12-20,31927.73,63855.46,6644.39,255.44,70755.29,119375.5,9550.04,211628.88,3664.57,26599.46,0.0,0.0,0.0,71.0,1352944.5207640002,676472.2603820001,Conveyor system,Shanghai
IMP-2023-0367,SUP-1014,SKU-122,8414809900,8414809900,Screw Air Compressor SAC-122,East China,Manzanillo,2023-10-15,2024-01-08,2024-02-07,2024-02-07,2024-02-16,2024-02-19,24568.09,24568.09,0.0,0.0,32185.9,84372.12,4499.85,104216.44,6470.88,18100.44,0.0,0.0,0.0,127.0,542795.23084,542795.23084,Air compressor,Nantong
IMP-2023-0368,SUP-1011,SKU-112,8456110100,8456110100,Fibre Laser Cutting Machine FL-112,East China,Lázaro Cárdenas,2023-10-17,2023-12-20,2024-01-18,2024-01-18,2024-01-26,2024-01-30,66589.5,199768.5,7300.23,1111.81,208180.54,360520.81,28841.67,639131.3,5911.19,58623.78,0.0,0.0,0.0,105.0,4059105.5875579994,1353035.1958526664,Laser cutting machine,Shanghai
IMP-2023-0369,SUP-1011,SKU-136,8480710100,8480710100,Precision Injection Mould MD-136,East China,Lázaro Cárdenas,2023-10-17,2023-12-09,2024-01-08,2024-01-08,2024-01-25,2024-01-27,20040.83,60122.49,0.0,327.4,60449.89,52342.65,8374.82,177211.29,5830.55,68994.36,0.0,0.0,0.0,102.0,1182395.4400529999,394131.81335099996,Mould and die,Shanghai
IMP-2023-0370,SUP-1008,SKU-111,8456110100,8456110100,Fibre Laser Cutting Machine FL-111,East China,Manzanillo,2023-10-18,2023-11-24,2023-12-24,2023-12-26,2024-01-03,2024-01-05,42314.74,84629.48,5429.53,473.65,90532.66,152743.08,12219.45,270782.94,4533.59,23242.77,0.0,0.0,2.0,79.0,1720169.7164559998,860084.8582279999,Laser cutting machine,Wenzhou
IMP-2023-0371,SUP-1001,SKU-121,8479500100,8479500100,6-Axis Industrial Robot IR-121,South China,Manzanillo,2023-10-18,2024-01-08,2024-02-08,2024-03-05,2024-03-14,2024-03-16,66814.95,133629.9,6156.15,0.0,140446.27,124051.27,19848.2,419988.0,7837.35,29472.02,0.0,0.0,26.0,150.0,2650571.3490649993,1325285.6745324996,Industrial robot,Yantian
IMP-2023-0372,SUP-1005,SKU-138,8428330100,8428330100,Modular Belt Conveyor CV-138,South China,Manzanillo,2023-10-18,2023-12-30,2024-02-03,2024-02-03,2024-02-20,2024-02-24,11644.19,34932.57,7721.97,204.57,42859.11,74900.58,5992.05,132783.75,5499.38,44052.1,0.0,0.0,0.0,129.0,879449.9163599999,293149.97212,Conveyor system,Shekou
IMP-2023-0373,SUP-1003,SKU-113,8456110100,8456110100,Fibre Laser Cutting Machine FL-113,South China,Manzanillo,2023-10-18,2024-01-19,2024-02-20,2024-02-20,2024-02-25,2024-02-26,60799.43,60799.43,7131.38,0.0,68214.11,119210.98,9536.88,211337.22,8548.3,26184.85,0.0,0.0,0.0,131.0,1350639.8455599998,1350639.8455599998,Laser cutting machine,Nansha
IMP-2023-0374,SUP-1099,SKU-126,8422309900,8422309900,Automatic Filling & Sealing Line PFS-126,,Manzanillo,2023-10-19,2024-01-15,2024-02-13,2024-02-13,2024-02-22,2024-02-25,31991.6,127966.4,8109.62,0.0,136679.5,238861.09,19108.89,423452.95,5333.59,54469.7,0.0,0.0,0.0,129.0,2695837.7955199997,673959.4488799999,Packaging machine,Shanghai
IMP-2023-0375,SUP-1011,SKU-135,8480710100,8480710100,Precision Injection Mould MD-135,East China,Manzanillo,2023-10-19,2023-12-06,2024-01-04,2024-01-04,2024-01-10,2024-01-14,4369.63,8739.26,0.0,0.0,17788.78,15403.04,2464.49,52148.52,8928.88,31497.72,0.0,0.0,0.0,87.0,209638.012902,104819.006451,Mould and die,Shanghai
IMP-2023-0376,SUP-1011,SKU-135,8480710100,8480710100,Precision Injection Mould MD-135,East China,Manzanillo,2023-10-20,2023-12-09,2024-01-07,2024-01-19,2024-01-27,2024-01-30,4176.88,12530.64,7193.01,0.0,19796.35,17141.36,2742.62,58033.8,3896.71,40749.38,28155.7,0.0,12.0,102.0,434254.023605,144751.34120166666,Mould and die,Shanghai
IMP-2023-0377,SUP-1011,SKU-115,8477100100,8477100100,Injection Moulding Machine IMM-115,East China,Manzanillo,2023-10-22,2023-12-19,2024-01-24,2024-01-24,2024-01-29,2024-01-31,40535.89,81071.78,0.0,272.83,81344.61,140870.16,11269.61,249734.61,3514.01,34686.82,0.0,0.0,0.0,101.0,1599042.152597,799521.0762985,Injection moulding machine,Shanghai
IMP-2023-0378,SUP-1010,SKU-101,8457100100,8457100100,CNC Vertical Machining Centre VMC-101,East China,Manzanillo,2023-10-22,2023-11-29,2024-01-04,2024-01-12,2024-01-16,2024-01-15,166599.93,166599.93,0.0,575.47,167175.4,289509.34,23160.75,513242.16,4783.11,21022.59,0.0,0.0,,,3233569.21458,3233569.21458,CNC machining centre,Taizhou
IMP-2023-0379,SUP-1003,SKU-113,8456110100,8456110100,Fibre Laser Cutting Machine FL-113,South China,Manzanillo,2023-10-24,2024-01-15,2024-02-17,2024-02-17,2024-03-03,2024-03-04,59888.76,359332.56,9161.84,0.0,369673.0,646040.53,51683.24,1145300.66,7854.07,64541.99,0.0,0.0,0.0,132.0,7209927.9644,1201654.6607333333,Laser cutting machine,Nansha
IMP-2023-0380,SUP-1007,SKU-128,8422309900,8422309900,Automatic Filling & Sealing Line PFS-128,East China,Lázaro Cárdenas,2023-10-25,2024-01-10,2024-02-13,2024-02-13,2024-02-18,2024-02-21,51169.55,51169.55,6599.03,0.0,58045.89,101441.0,8115.28,179834.6,6318.27,37162.27,0.0,0.0,0.0,119.0,1162600.52408,1162600.52408,Packaging machine,Ningbo-Zhoushan
