shipment_id,po_number,invoice_number,supplier_id,sku,order_date,etd_shipped,eta_planned,ata_arrival,customs_cleared,warehouse_receipt,carrier,vessel_voyage,incoterm,container_type,origin_port,destination_port,quantity,unit_price_usd,fob_total_usd,freight_usd,insurance_usd,net_weight_kg,gross_weight_kg,volume_cbm,hs_code,customs_value_usd,duty_igi_mxn,dta_mxn,iva_mxn,broker_fee_mxn,drayage_mxn,demurrage_mxn,storage_mxn,fx_rate_applied,qc_units_rejected,qc_inspection_notes,country_of_origin
IMP-2023-0341,PO-202309-032,INV-1002-202309-0003,SUP-1002,SKU-125,2023-09-20,2023-12-07,2024-01-03,2024-01-03,2024-01-05,2024-01-08,Hapag-Lloyd,MSC PALOMA 578W,CIF,20GP,Shekou,Manzanillo,6,14031.73,"$84,190.38",0.0,372.64,19983.0,22802.1,40.2,8414809900,84563.02,219665.55,11715.5,271330.89,5762.41,55945.76,,0.0,17.3177,,,China
IMP-2023-0342,PO-202309-033,INV-1002-202309-0004,SUP-1002,SKU-102,20/09/2023,01/12/2023,,29/12/2023,04/01/2024,05/01/2024,Maersk,ONE APUS 219E,exw,40GP,Shekou,Lázaro Cárdenas,4,102723.29,"$410,893.16",5858.58,,60254.8,66113.2,82.35,8457100100,416751.74,"MXN 703,126.87",56250.15,1246503.31,4605.02,55388.48,0.0,0.0,16.8716,,,China
IMP-2023-0343,PO-202309-034,INV-1005-202309-0004,SUP-1005,SKU-138,2023-09-21,2023-12-15,2024-01-13,2024-01-25,2024-01-29,2024-01-31,COSCO Shipping Lines,HAPAG BERLIN EXPRESS 374W,FOB,40GP,Shekou,Manzanillo,1,12103.00,12103.00,5374.4,62.47,5253.7,5686.4,12.06,8428330100,17539.87,30375.02,2430.0,53848.84,4288.55,24946.6,,0.0,17.3177,,Wiring harness loose in cabinet,China
IMP-2023-0344,PO-202309-035,INV-1004-202309-0001,SUP-1004,SKU-115,23/09/2023,04/12/2023,08/01/2024,13/01/2024,18/01/2024,21/01/2024,Ocean Network Express,MAERSK COLUMBUS 502E,FOB,40GP,Yantian,Manzanillo,2,"43.186,06","$86,372.12",8803.5,382.77,9126.0,10368.1,39.19,8477100100,95558.39,165485.15,13238.81,293372.08,5683.78,27805.99,0.0,0.0,17.3177,,,China
IMP-2023-0345,PO-202309-036,INV-1014-202309-0006,SUP-1014,SKU-134,09/23/2023,12/01/2023,12/28/2023,12/28/2023,01/01/2024,01/02/2024,YANG MING MARINE TRANSPORT,YM WELLNESS 152W,FOB,20GP,Nantong,Manzanillo,1,7351.39,"$7,351.39",5286.19,,1558.4,1398.5,4.55,8480710100,12670.92,10688.93,1710.23,36188.46,5959.91,20046.68,0.0,0.0,16.8716,,,China
IMP-2023-0346,PO-202309-037,INV-1011-202309-0006,SUP-1011,SKU-115,23/09/2023,22/12/2023,28/01/2024,23/02/2024,25/02/2024,29/02/2024,Maersk,MSC ANZU 252W,FOB,40GP,Shanghai,Veracruz,1,42629.91,42629.91,8751.03,210.47,4563.0,5147.8,18.61,8477100100,51591.41,"MXN 90,161.15",7212.89,159837.68,7515.74,47986.01,0.0,0.0,17.476,,,China
IMP-2023-0347,PO-202309-038,INV-1011-202309-0007,SUP-1011,SKU-127,45193,45291,45323,45323,45329,45332,Ocean Network Express,ONE APUS 169W,EXW,40GP,Shanghai (Waigaoqiao),Manzanillo,3,52075.31,"$156,225.93",8629.75,,11476.5,12777.9,59.41,8422309900,164855.68,288101.79,23048.14,510746.85,5387.86,36060.93,0.0,,17.476,,,China
IMP-2023-0348,PO-202309-039,INV-1001-202309-0003,SUP-1001,SKU-139,09/25/2023,11/14/2023,12/15/2023,12/17/2023,12/17/2023,12/21/2023,Ocean Network Express,EVER LIBRA 561E,CIF,20GP,"Yantian, China",Manzanillo,1,22282.10,22282.10,0.0,95.71,1033.8,1119.9,9.58,8428330100,22377.81,37754.95,3020.4,66931.97,9152.51,21412.26,0.0,0.0,16.8716,,,China
IMP-2023-0349,PO-202309-040,INV-1013-202309-0005,SUP-1013,SKU-137,25/09/2023,19/11/2023,20/12/2023,20/12/2023,26/12/2023,30/12/2023,Maersk,COSCO VEGA 715W,FOB,40GP,"Shanghai, CN",Lázaro Cárdenas,2,"31,834.13","$63,668.26",9095.34,,10910.6,12572.7,36.11,8428330100,73015.72,123189.2,9855.14,218389.82,5658.81,44911.82,,0.0,16.8716,,,China
IMP-2023-0350,PO-202309-041,INV-1009-202309-0001,SUP-1009,SKU-131,26-09-2023,29-12-2023,25-01-2024,25-01-2024,28-01-2024,01-02-2024,COSCO Shipping Lines,HAPAG BERLIN EXPRESS 278E,FOB,40GP,Ningbo-Zhoushan,Lázaro Cárdenas,3,71236.45,"$213,709.35",8440.97,825.7,67733.1,76183.8,71.37,8462910100,222976.02,386143.18,30891.45,684554.63,7212.81,64393.89,0.0,,17.3177,0,Sin observaciones durante la inspección,China
IMP-2023-0351,PO-202309-042,INV-1002-202309-0005,SUP-1002,SKU-107,09/26/2023,11/14/2023,12/22/2023,12/27/2023,01/05/2024,01/08/2024,Ocean Network Express,MAERSK ESSEX 283E,FOB,,Shekou,"MANZANILLO, COL",2,43582.16,"$87,164.32",6376.53,506.68,21084.8,23054.8,28.28,8458110100,94047.53,158673.23,12693.86,281295.9,5808.0,27723.47,0.0,,16.8716,0,Sin observaciones durante la inspección,China
IMP-2023-0352,PO-202309-043,INV-1013-202309-0006,SUP-1013,SKU-124,09/28/2023,12/18/2023,01/18/2024,01/18/2024,02/06/2024,02/08/2024,Maersk,MAERSK COLUMBUS 874E,DDP ,20GP,Shanghai,Manzanillo,6,7549.31,"$45,295.86",9603.89,170.31,3427.2,3947.0,32.11,8414809900,55070.06,143053.02,7629.49,176699.09,7653.44,47204.19,,,17.3177,2,Sin observaciones durante la inspección,China
IMP-2023-0353,PO-202310-001,INV-1002-202310-0001,SUP-1002,SKU-125,10/01/2023,12/09/2023,01/09/2024,01/09/2024,01/14/2024,,Evergreen Marine,EVER LIBRA 377W,FOB,20GP,Shekou,Manzanillo,2,14552.59,29105.18,9003.35,94.41,6661.0,7488.7,14.31,8414809900,38202.94,99238.06,5292.7,122578.85,6023.0,30684.72,0.0,0.0,17.3177,,,China
IMP-2023-0354,PO-202310-002,INV-1008-202310-0001,SUP-1008,SKU-112,2023-10-02,2023-12-03,2023-12-29,2023-12-29,2024-01-03,2024-01-05,COSCO Shipping Lines,HAPAG BERLIN EXPRESS 747E,FOB,20GP,Wenzhou,Lázaro Cárdenas,1,69246.17,69246.17,5583.12,,2143.6,2352.0,7.53,8456110100,75220.79,126909.51,10152.76,224985.18,6602.49,30041.64,0.0,,16.8716,,,China
IMP-2023-0355,PO-202310-003,INV-1007-202310-0001,SUP-1007,SKU-133,2023-10-03,2023-12-15,2024-01-12,2024-01-12,2024-01-15,2024-01-17,COSCO Shipping Lines,ONE APUS 764W,FOB,40GP,Ningbo-Zhoushan,Manzanillo,4,30915.76,123663.04,7884.59,,57758.4,63600.7,52.53,8462910100,132171.05,228889.86,18311.19,405775.94,3754.97,48094.13,,0.0,17.3177,,,China
IMP-2023-0356,PO-202310-004,INV-1003-202310-0001,SUP-1003,SKU-141,03/10/2023,30/11/2023,04/01/2024,04/01/2024,11/01/2024,14/01/2024,COSCO Shipping Lines,MSC PALOMA 339W,FOB,20GP,Nansha,Lázaro Cárdenas,4,28499.62,"$113,998.48",9458.52,666.48,7582.4,8522.7,15.8,8515310100,124123.48,322429.98,17196.27,398265.51,7031.51,77486.42,0.0,0.0,17.3177,,,China
IMP-2023-0357,PO-202310-005,INV-1003-202310-0002,SUP-1003,SKU-133,2023-10-03,2023-12-10,2024-01-17,2024-01-22,2024-02-11,2024-02-13,MSC,YM WELLNESS 773E,FOB,40HC,Nansha,Manzanillo,2,98010.33,"$196,020.66",8938.17,701.69,40544.6,46990.2,57.22,8462910100,205660.52,356156.72,28492.54,631394.63,5585.15,32145.65,0.0,5644.93,17.3177,,,China
IMP-2023-0358,PO-202310-006,INV-1013-202310-0001,SUP-1013,SKU-109,10/03/2023,11/20/2023,12/20/2023,12/19/2023,12/26/2023,12/28/2023,Evergreen Marine,MSC PALOMA 162W,FOB,40GP,Shanghai,manzanillo,1,81854.39,"$81,854.39",7533.27,,13407.2,15468.1,12.32,8458110100,89712.61,"MXN 151,359.53",12108.76,268330.17,5585.73,19701.94,0.0,0.0,16.8716,,,China
IMP-2023-0359,PO-202310-007,INV-1011-202310-0001,SUP-1011,SKU-135,04/10/2023,20/11/2023,17/12/2023,17/12/2023,02/01/2024,03/01/2024,COSCO Shipping Lines,HAPAG BERLIN EXPRESS 859W,FOB,20GP,Shanghai,Manzanillo,1,3981.69,3981.69,6042.98,14.88,1888.3,2043.0,4.24,8480710100,10039.55,8469.16,1355.07,28673.2,8908.03,24606.33,0.0,0.0,16.8716,,Hydraulic leak at fitting,China
IMP-2023-0360,PO-202310-008,INV-1014-202310-0001,SUP-1099,SKU-118,2023-10-04,2024-01-01,2024-02-06,2024-02-06,2024-02-13,2024-02-17,Maersk,MSC PALOMA 811E,FOB,40GP,Nantong,Manzanillo,2,28429.94,56859.88,,192.86,13345.6,14833.2,24.28,8477100100,66449.56,"MXN 116,127.25",9290.18,205870.39,8828.48,30381.76,0.0,0.0,17.476,,,China
IMP-2023-0361,PO-202310-009,INV-1014-202310-0002,SUP-1014,SKU-122,2023-10-04,2023-12-25,2024-01-27,2024-01-27,2024-01-31,2024-02-02,Evergreen Marine,COSCO ARIES 388W,FOB,20GP,Nantong,Manzanillo,2,24745.81,49491.62,7927.99,176.99,2588.4,2893.2,8.29,8414809900,57596.6,149616.1,7979.53,184805.8,8976.18,31212.69,0.0,,17.3177,0,No issues found on inspection,China
IMP-2023-0362,PO-202310-010,INV-1012-202310-0001,SUP-1012,SKU-108,10/06/2023,11/24/2023,12/30/2023,12/30/2023,01/05/2024,01/08/2024,MSC,YM WELLNESS 601W,FOB,20GP,Shanghai,Manzanillo,1,"$111,723.34",111723.34,7152.99,,11219.2,12301.8,11.85,8458110100,119308.04,201291.75,16103.34,356850.02,5061.02,24769.1,,0.0,16.8716,0,No issues found on inspection,China
IMP-2023-0363,PO-202310-011,INV-1002-202310-0002,SUP-1002,SKU-107,06/10/2023,23/11/2023,27/12/2023,27/12/2023,04/01/2024,05/01/2024,Hapag-Lloyd,MAERSK ESSEX 402W,CIF,40GP,Shekou,Manzanillo,1,42895.34,42895.34,0.0,145.95,10542.4,11989.8,12.48,8458110100,43041.29,72617.54,5809.4,128736.38,6908.9,23271.92,0.0,0.0,16.8716,,,China
IMP-2023-0364,PO-202310-012,INV-1013-202310-0002,SUP-1013,SKU-137,2023-10-08,2023-11-12,2023-12-20,2024-01-23,2024-01-25,2024-01-28,Evergreen Marine,COSCO ARIES 728E,FOB,20 GP,Shanghai,Manzanillo,3,"31,765.80",95297.40,5862.25,,16365.9,18390.3,51.68,8428330100,101635.33,"MXN 176,009.02",14080.72,312028.78,4374.78,44100.39,0.0,0.0,17.3177,0,Sin observaciones durante la inspección,China
IMP-2023-0365,PO-202310-013,INV-1011-202310-0002,SUP-1011,SKU-136,2023-10-10,2023-12-01,2023-12-31,2024-01-26,2024-02-13,2024-02-15,Yang Ming Marine Transport,MAERSK COLUMBUS 655E,FOB,20GP,Shanghai,Manzanillo,1,"19.216,98","$19,216.98",,107.06,1677.1,1852.4,6.11,8480710100,25131.51,21761.0,3481.76,73674.03,6330.82,24534.49,28383.53,7310.15,17.3177,,,China
IMP-2023-0366,PO-202310-014,INV-1013-202310-0003,SUP-1013,SKU-137,10/10/2023,10/11/2023,09/12/2023,09/12/2023,17/12/2023,20/12/2023,Ocean Network Express,YM WELLNESS 774E,FOB,40GP,Shanghai,Manzanillo,2,"31,927.73",63855.46,6644.39,255.44,12377.2,10910.6,35.52,8428330100,70755.29,119375.5,9550.04,211628.88,3664.57,26599.46,0.0,0.0,16.8716,0,No issues found on inspection,China
IMP-2023-0367,PO-202310-015,INV-1014-202310-0003,SUP-1014,SKU-122,15/10/2023,08/01/2024,07/02/2024,07/02/2024,16/02/2024,19/02/2024,COSCO,YM WELLNESS 791E,EXW,20GP,Nantong,Manzanillo,1,24568.09,24568.09,,,1294.2,1499.6,4.16,8414809900,32185.9,"MXN 84,372.12",4499.85,104216.44,6470.88,18100.44,0.0,0.0,17.476,,,China
IMP-2023-0368,PO-202310-016,INV-1011-202310-0003,SUP-1011,SKU-112,17/10/2023,20/12/2023,18/01/2024,18/01/2024,26/01/2024,30/01/2024,Yang Ming Marine Transport,COSCO VEGA 517E,FOB,20GP,Shanghai,Lázaro Cárdenas,3,66589.50,"$199,768.50",7300.23,1111.81,6430.8,7140.5,22.54,8456110100,208180.54,360520.81,28841.67,639131.3,5911.19,58623.78,0.0,0.0,17.3177,0,Sin observaciones durante la inspección,China
IMP-2023-0369,PO-202310-017,INV-1011-202310-0004,SUP-1011,SKU-136,2023-10-17,2023-12-09,2024-01-08,2024-01-08,2024-01-25,2024-01-27,Maersk,EVER LIBRA 861W,CIF,20GP,Shanghai,Lázaro Cárdenas,3,"$20,040.83","$60,122.49",0.0,327.4,5031.3,5759.3,18.26,8480710100,60449.89,52342.65,8374.82,177211.29,5830.55,68994.36,0.0,0.0,17.3177,,,China
IMP-2023-0370,PO-202310-018,INV-1008-202310-0002,SUP-1008,SKU-111,10/18/2023,11/24/2023,12/24/2023,12/26/2023,01/03/2024,01/05/2024,MSC,YM WELLNESS 347W,FOB,40GP,Wenzhou,Manzanillo,2,42314.74,"$84,629.48",5429.53,473.65,3712.0,4138.4,30.68,8456110100,90532.66,152743.08,12219.45,270782.94,4533.59,23242.77,0.0,,16.8716,2,Tornillería incompleta,China
IMP-2023-0371,PO-202310-019,INV-1001-202310-0001,SUP-1001,SKU-121,2023-10-18,2024-01-08,2024-02-08,2024-03-05,2024-03-14,2024-03-16,Hapag-Lloyd,COSCO VEGA 227E,FOB,20GP,Yantian,Manzanillo,2,66814.95,133629.90,6156.15,,4731.8,5270.6,16.31,8479500100,140446.27,124051.27,19848.2,419988.0,7837.35,29472.02,0.0,0.0,17.6653,,,China
IMP-2023-0372,PO-202310-020,INV-1005-202310-0001,SUP-1005,SKU-138,18/10/2023,30/12/2023,03/02/2024,03/02/2024,20/02/2024,24/02/2024,Ocean Network Express,MSC ANZU 179W,FOB,40GP,Shekou,Manzanillo,3,11644.19,34932.57,7721.97,204.57,15761.1,17328.7,39.71,8428330100,42859.11,74900.58,5992.05,132783.75,5499.38,44052.1,0.0,,17.476,,,China
IMP-2023-0373,PO-202310-021,INV-1003-202310-0003,SUP-1003,SKU-113,10/18/2023,01/19/2024,02/20/2024,02/20/2024,02/25/2024,02/26/2024,Hapag-Lloyd,COSCO ARIES 783E,FOB,40GP,Nansha,Manzanillo,1,"$60,799.43",60799.43,7131.38,,3195.7,3633.2,18.51,8456110100,68214.11,119210.98,9536.88,211337.22,8548.3,26184.85,0.0,0.0,17.476,,,China
IMP-2023-0374,PO-202310-022,INV-1013-202310-0004,SUP-1099,SKU-126,2023-10-19,2024-01-15,2024-02-13,2024-02-13,2024-02-22,2024-02-25,Hapag-Lloyd,EVER LIBRA 305E,FOB,40GP,Shanghai,Manzanillo,4,"31,991.60","$127,966.40",8109.62,,24923.2,27496.9,53.88,8422309900,136679.5,238861.09,19108.89,423452.95,5333.59,54469.7,,0.0,17.476,,,China
IMP-2023-0375,PO-202310-023,INV-1011-202310-0005,SUP-1011,SKU-135,2023-10-19,2023-12-06,2024-01-04,2024-01-04,2024-01-10,2024-01-14,Yang Ming Marine Transport,MAERSK ESSEX 144W,FOB,20GP,Shanghai,Manzanillo,2,"$4,369.63",8739.26,,,3776.6,4098.0,9.24,8480710100,17788.78,15403.04,2464.49,52148.52,8928.88,31497.72,0.0,,17.3177,0,Sin observaciones durante la inspección,China
IMP-2023-0376,PO-202310-024,INV-1011-202310-0006,SUP-1011,SKU-135,2023-10-20,2023-12-09,2024-01-07,2024-01-19,2024-01-27,2024-01-30,Maersk,MSC PALOMA 388E,FOB,20GP,Shanghai,Manzanillo,3,"4,176.88","$12,530.64",7193.01,,5664.9,6247.7,14.45,8480710100,19796.35,17141.36,2742.62,58033.8,3896.71,40749.38,28155.7,0.0,17.3177,0,No issues found on inspection,China
IMP-2023-0377,PO-202310-025,INV-1011-202310-0007,SUP-1011,SKU-115,45221,45279,45315,45315,45320,45322,Hapag-Lloyd,MAERSK COLUMBUS 751W,CIF,40GP,Shanghai,Manzanillo,2,40535.89,"$81,071.78",0.0,272.83,9126.0,9964.5,39.61,8477 10 01 00,81344.61,140870.16,11269.61,249734.61,3514.01,34686.82,0.0,0.0,17.3177,,,China
IMP-2023-0378,PO-202310-026,INV-1010-202310-0001,SUP-1010,SKU-101,22/10/2023,29/11/2023,04/01/2024,12/01/2024,16/01/2024,15/01/2024,Yang Ming Marine Transport,COSCO VEGA 896W,CIF,40HC,Taizhou,Manzanillo,1,166599.93,166599.93,0.0,575.47,8542.5,9761.5,31.24,8457100100,167175.4,"MXN 289,509.34",23160.75,513242.16,4783.11,21022.59,0.0,0.0,17.3177,,Emergency stop tested and passed,China
IMP-2023-0379,PO-202310-027,INV-1003-202310-0004,SUP-1003,SKU-113,10/24/2023,01/15/2024,02/17/2024,02/17/2024,03/03/2024,03/04/2024,COSCO Shipping Lines,COSCO ARIES 510W,DDP,40GP,Nansha,Manzanillo,6,59888.76,"$359,332.56",9161.84,,19174.2,21194.8,102.83,8456110100,369673.0,646040.53,51683.24,1145300.66,7854.07,64541.99,0.0,0.0,17.476,,,China
IMP-2023-0380,PO-202310-028,INV-1007-202310-0002,SUP-1007,SKU-128,2023-10-25,2024-01-10,2024-02-13,2024-02-13,2024-02-18,2024-02-21,Hapag-Lloyd,MAERSK COLUMBUS 469E,FOB,20GP,Ningbo-Zhoushan,Lázaro Cárdenas,1,51169.55,51169.55,6599.03,,5152.8,5671.8,11.94,8422309900,58045.89,101441.0,8115.28,179834.6,6318.27,37162.27,0.0,0.0,17.476,,,China
IMP-2023-0381,PO-202310-029,INV-1008-202310-0003,SUP-1008,SKU-119,45225,45294,45330,45330,45338,45340,Ocean Network Express,MAERSK ESSEX 885E,FOB,20GP,Wenzhou,Manzanillo,4,"50.635,43",202541.72,7068.21,,9953.2,11095.6,15.07,8479500100,210752.11,184155.19,29464.83,623475.82,5184.81,48461.93,,0.0,17.476,,,China
IMP-2023-0382,PO-202310-030,INV-1014-202310-0004,SUP-1014,SKU-116,10/27/2023,01/15/2024,02/18/2024,02/18/2024,02/24/2024,02/25/2024,MSC,ONE APUS 796E,FOB,20GP,Nantong,Manzanillo,2,"$83,054.91",166109.82,7639.8,710.97,12842.8,14537.5,20.82,8477100100,174460.59,"MXN 304,887.33",24390.99,540504.25,3852.12,25233.57,0.0,,17.476,0,No issues found on inspection,China
IMP-2023-0383,PO-202310-031,INV-1009-202310-0001,SUP-1009,SKU-131,2023-10-27,2024-01-01,2024-02-07,2024-02-07,2024-02-10,2024-02-12,Ocean Network Express,COSCO ARIES 219W,FOB,40HC,Ningbo-Zhoushan,Manzanillo,1,73143.09,"$73,143.09",5952.54,,22577.7,24468.2,24.2,8462910100,79426.68,138806.07,11104.49,246075.39,7532.32,20124.56,0.0,0.0,17.476,,,China
IMP-2023-0384,PO-202311-001,INV-1003-202311-0001,SUP-1003,SKU-106,11/01/2023,01/13/2024,02/12/2024,02/12/2024,02/16/2024,02/19/2024,Hapag-Lloyd,MAERSK COLUMBUS 326W,CIF,40GP,Nansha,"Manzanillo, Colima",2,86400.34,172800.68,0.0,,26654.6,30758.3,33.02,8458110100,173684.1,303530.33,24282.43,538098.57,7092.72,34696.72,0.0,,17.476,,,China
IMP-2023-0385,PO-202311-002,INV-1004-202311-0001,SUP-1004,SKU-122,11/02/2023,02/03/2024,03/08/2024,03/08/2024,03/21/2024,03/25/2024,MSC,MSC PALOMA 893E,FOB,20GP,Yantian,Manzanillo,1,"25.228,81",25228.81,6820.32,81.76,1294.2,1450.0,4.42,8414809900,32130.89,85140.27,4540.81,105165.26,3607.71,21908.94,0.0,7216.23,17.6653,1,Óxido superficial en la carcasa,China
IMP-2023-0386,PO-202311-003,INV-1009-202311-0001,SUP-1009,SKU-131,11/02/2023,01/16/2024,02/17/2024,02/25/2024,03/04/2024,03/05/2024,MSC,ONE APUS 206E,cif,40HC,Ningbo-Zhoushan,Manzanillo,2,"$77,626.97","$155,253.94",0.0,637.2,45155.4,49444.5,52.55,8462 91 01 00,155891.14,272435.36,21794.83,482973.4,8578.55,31096.84,,,17.476,,,China
IMP-2023-0387,PO-202311-004,INV-1003-202311-0002,SUP-1003,SKU-123,11/03/2023,01/24/2024,03/01/2024,03/06/2024,,03/15/2024,Evergreen Marine,YM WELLNESS 798E,FOB,20GP,Nansha,Veracruz,3,18870.99,"$56,612.97",,,4607.7,5128.7,20.51,8414809900,66951.49,177407.72,9461.75,219134.02,9108.43,94215.08,0.0,0.0,17.6653,,,China
IMP-2023-0388,PO-202311-005,INV-1003-202311-0003,SUP-1003,SKU-134,03/11/2023,16/12/2023,28/01/2024,09/02/2024,17/02/2024,,Maersk,YM WELLNESS 343E,FOB,20GP,Nansha,Veracruz,3,7450.65,"$22,351.95",9472.56,,4195.5,4715.1,13.86,8480710100,31909.37,27882.41,4461.19,94398.68,7538.82,92095.67,0.0,,17.476,2,Bearing play detected on spindle,China
IMP-2023-0389,PO-202311-006,INV-1012-202311-0001,SUP-1012,SKU-133,03/11/2023,19/01/2024,29/02/2024,29/02/2024,05/03/2024,09/03/2024,Evergreen Marine,EVER LIBRA 563E,CIF,40HC,Shanghai,Veracruz,1,95320.01,95320.01,0.0,,20272.3,22598.8,30.92,8462910100,95708.73,167260.58,13380.85,296519.55,7715.3,65846.88,0.0,0.0,17.476,,,China
IMP-2023-0390,PO-202311-007,INV-1011-202311-0001,SUP-1011,SKU-135,2023-11-04,2024-01-08,2024-02-09,2024-02-09,2024-02-17,2024-02-18,Maersk,HAPAG BERLIN EXPRESS 347W,CIF,20GP,Shanghai,Manzanillo,2,4051.87,"$8,103.74",0.0,44.13,3776.6,4294.6,8.62,8480710100,8147.87,7119.61,1139.14,24104.15,5948.73,33309.71,0.0,0.0,17.476,,,China
IMP-2023-0391,PO-202311-008,INV-1001-202311-0001,SUP-1001,SKU-114,11/04/2023,01/28/2024,03/02/2024,03/20/2024,04/02/2024,04/04/2024,Ocean Network Express,MSC ANZU 488W,EXW,40HC,Yantian,Manzanillo,1,"69,363.94","$69,363.94",7038.41,0.0,13106.2,15055.2,26.99,8477100100,76402.35,134967.04,10797.36,239269.57,8342.09,23248.63,,,17.6653,,,China
IMP-2023-0392,PO-202311-009,INV-1003-202311-0004,SUP-1003,SKU-113,11/05/2023,02/04/2024,03/02/2024,03/02/2024,03/19/2024,03/22/2024,Evergreen Marine,MSC PALOMA 400W,CIF,40GP,NANSHA,Lázaro Cárdenas,1,62525.23,"$62,525.23",0.0,,3195.7,3692.1,16.87,8456110100,62846.48,111020.19,8881.62,196816.6,7770.48,28304.54,0.0,0.0,17.6653,,,China
IMP-2023-0393,PO-202311-010,INV-1006-202311-0001,SUP-1006,SKU-101,2023-11-05,2023-12-29,2024-01-25,2024-02-28,2024-03-05,2024-03-07,COSCO Shipping Lines,ONE APUS 828E,FOB,40HC,Ningbo-Zhoushan,Manzanillo,2,"$167,264.28",334528.56,6113.85,1219.06,17085.0,19398.5,60.54,8457100100,341861.47,597437.1,47794.97,1059136.5,7021.09,31208.36,,0.0,17.476,,,China
IMP-2023-0394,PO-202311-011,INV-1007-202311-0001,SUP-1007,SKU-129,2023-11-05,2024-01-17,2024-02-24,2024-03-21,2024-03-29,2024-04-01,COSCO Shipping Lines,COSCO ARIES 248E,CIF,40GP,Ningbo-Zhoushan,Manzanillo,1,41086.46,"$41,086.46",0.0,174.98,7772.0,8705.3,16.8,8422309900,41261.44,72889.57,5831.17,129218.63,8361.98,19430.49,22991.59,0.0,17.6653,,,China
IMP-2023-0395,PO-202311-012,INV-1014-202311-0001,SUP-1014,SKU-131,05/11/2023,18/01/2024,16/02/2024,16/02/2024,,26/02/2024,Ocean Network Express,YM WELLNESS 303W,FOB,40HC,Nantong,Lázaro Cárdenas,2,80089.87,160179.74,6526.8,683.48,45155.4,52131.4,52.24,8462910100,167390.02,292530.8,23402.46,518598.6,7726.53,54012.06,0.0,0.0,17.476,3,Vibración excesiva al arranque,China
IMP-2023-0396,PO-202311-013,INV-1003-202311-0005,SUP-1003,SKU-113,11/06/2023,02/01/2024,03/01/2024,03/01/2024,03/10/2024,03/12/2024,COSCO Shipping Lines,MAERSK ESSEX 396E,CIF,40GP,Nansha,Manzanillo,1,60041.08,60041.08,,,3195.7,3665.2,17.64,8456110100,60248.13,106430.13,8514.41,188679.33,4338.73,22105.79,0.0,0.0,17.6653,,,China
IMP-2023-0397,PO-202311-014,INV-1002-202311-0001,SUP-1002,SKU-106,2023-11-06,2024-01-30,2024-03-06,2024-03-14,2024-03-22,2024-03-26,Hapag-Lloyd,COSCO ARIES 494W,CIF,40GP,Shekou,Manzanillo,1,90793.08,90793.08,0.0,,13327.3,14700.8,17.91,8458110100,91090.16,160913.5,12873.08,285267.45,5683.63,26935.84,0.0,0.0,17.6653,,,China
IMP-2023-0398,PO-202311-015,INV-1004-202311-0002,SUP-1004,SKU-106,07/11/2023,28/01/2024,25/02/2024,14/03/2024,23/03/2024,27/03/2024,COSCO Shipping Lines,HAPAG BERLIN EXPRESS 603E,CIF,40GP,Yantian,Manzanillo,2,87601.11,"$175,202.22",0.0,,26654.6,29919.5,32.34,8458110100,175844.27,310634.18,24850.73,550692.27,9064.93,26318.16,14904.09,,17.6653,36,Minor surface rust on housing,China
IMP-2023-0399,PO-202311-016,INV-1013-202311-0001,SUP-1013,SKU-117,07/11/2023,09/01/2024,15/02/2024,18/02/2024,25/02/2024,28/02/2024,MSC,ONE APUS 447W,DDP,40GP,Shanghai,Manzanillo,1,"31,857.43",31857.43,6638.57,,11584.0,13083.3,17.22,8477100100,38624.34,67499.9,5399.99,119663.82,4849.81,22565.94,0.0,0.0,17.476,,,China
IMP-2023-0400,PO-202311-017,INV-1009-202311-0002,SUP-1009,SKU-131,2023-11-08,2024-01-14,2024-02-14,2024-02-14,2024-02-20,2024-02-23,Evergreen Marine,EVER LIBRA 296E,FOB,40HC,Ningbo-Zhoushan,Manzanillo,2,71624.42,143248.84,8725.75,771.84,45155.4,50381.5,50.98,8462 91 01 00,152746.43,266939.66,21355.17,473230.63,7638.2,35607.42,0.0,,17.476,2,Guard cracked during transit,China
IMP-2023-0401,PO-202311-018,INV-1001-202311-0002,SUP-1001,SKU-114,2023-11-08,2024-02-13,2024-03-09,2024-03-09,2024-03-11,2024-03-12,Yang Ming Marine Transport,MAERSK COLUMBUS 677E,FOB,40HC,Yantian,Lázaro Cárdenas,1,68806.26,"$68,806.26",,330.33,13106.2,14305.5,27.81,8477100100,77905.61,137622.6,11009.81,243977.34,6799.01,28388.46,0.0,,17.6653,,,China
IMP-2023-0402,PO-202311-019,INV-1002-202311-0002,SUP-1002,SKU-102,45238,45292,45336,45336,45339,45342,COSCO,MAERSK ESSEX 847W,FOB,40GP,Shekou,Veracruz,6,"91,269.08","$547,614.48",10909.92,,90382.2,104051.8,119.78,8515310100,561083.35,980549.26,78443.94,1738317.73,8599.68,163766.68,0.0,0.0,17.476,,,China
IMP-2023-0403,PO-202311-020,INV-1008-202311-0001,SUP-1008,SKU-110,2023-11-09,2024-01-10,2024-02-14,2024-02-19,2024-02-22,2024-02-23,MSC,EVER LIBRA 260W,FOB,20GP,Wenzhou,Manzanillo,3,20072.30,"$60,216.90",5821.16,326.35,14069.7,15227.6,33.16,8456110100,66364.41,115978.44,9278.28,205606.58,4942.87,45365.68,,0.0,17.476,,,China
